"cells","sample","tree_num","tree","tree_file_name","num_df","fn","gamma","full_tree_cells"
363,0,28,"Patient22_trees.txt","Patient22_trees.txt_T27_DF.csv",1,0.0492337662337662,0.95,11506
359,0,29,"Patient22_trees.txt","Patient22_trees.txt_T28_DF.csv",1,0.0492337662337662,0.95,11506
375,0,30,"Patient22_trees.txt","Patient22_trees.txt_T29_DF.csv",1,0.0492337662337662,0.95,830
349,0,4,"Patient22_trees.txt","Patient22_trees.txt_T3_DF.csv",1,0.0492337662337662,0.95,446
363,0,31,"Patient22_trees.txt","Patient22_trees.txt_T30_DF.csv",1,0.0492337662337662,0.95,425
382,0,32,"Patient22_trees.txt","Patient22_trees.txt_T31_DF.csv",1,0.0492337662337662,0.95,414
378,0,33,"Patient22_trees.txt","Patient22_trees.txt_T32_DF.csv",1,0.0492337662337662,0.95,11506
363,0,34,"Patient22_trees.txt","Patient22_trees.txt_T33_DF.csv",1,0.0492337662337662,0.95,588
359,0,35,"Patient22_trees.txt","Patient22_trees.txt_T34_DF.csv",1,0.0492337662337662,0.95,455
375,0,36,"Patient22_trees.txt","Patient22_trees.txt_T35_DF.csv",1,0.0492337662337662,0.95,426
359,0,37,"Patient22_trees.txt","Patient22_trees.txt_T36_DF.csv",1,0.0492337662337662,0.95,11506
363,0,38,"Patient22_trees.txt","Patient22_trees.txt_T37_DF.csv",1,0.0492337662337662,0.95,616
359,0,39,"Patient22_trees.txt","Patient22_trees.txt_T38_DF.csv",1,0.0492337662337662,0.95,427
363,0,40,"Patient22_trees.txt","Patient22_trees.txt_T39_DF.csv",1,0.0492337662337662,0.95,416
345,0,5,"Patient22_trees.txt","Patient22_trees.txt_T4_DF.csv",1,0.0492337662337662,0.95,362
363,0,41,"Patient22_trees.txt","Patient22_trees.txt_T40_DF.csv",1,0.0492337662337662,0.95,377
359,0,42,"Patient22_trees.txt","Patient22_trees.txt_T41_DF.csv",1,0.0492337662337662,0.95,376
359,0,43,"Patient22_trees.txt","Patient22_trees.txt_T42_DF.csv",1,0.0492337662337662,0.95,575
375,0,44,"Patient22_trees.txt","Patient22_trees.txt_T43_DF.csv",1,0.0492337662337662,0.95,377
363,0,45,"Patient22_trees.txt","Patient22_trees.txt_T44_DF.csv",1,0.0492337662337662,0.95,383
375,0,46,"Patient22_trees.txt","Patient22_trees.txt_T45_DF.csv",1,0.0492337662337662,0.95,381
363,0,47,"Patient22_trees.txt","Patient22_trees.txt_T46_DF.csv",1,0.0492337662337662,0.95,466
363,0,48,"Patient22_trees.txt","Patient22_trees.txt_T47_DF.csv",1,0.0492337662337662,0.95,787
382,0,49,"Patient22_trees.txt","Patient22_trees.txt_T48_DF.csv",1,0.0492337662337662,0.95,391
378,0,50,"Patient22_trees.txt","Patient22_trees.txt_T49_DF.csv",1,0.0492337662337662,0.95,577
345,0,6,"Patient22_trees.txt","Patient22_trees.txt_T5_DF.csv",1,0.0492337662337662,0.95,475
363,0,51,"Patient22_trees.txt","Patient22_trees.txt_T50_DF.csv",1,0.0492337662337662,0.95,614
382,0,52,"Patient22_trees.txt","Patient22_trees.txt_T51_DF.csv",1,0.0492337662337662,0.95,368
378,0,53,"Patient22_trees.txt","Patient22_trees.txt_T52_DF.csv",1,0.0492337662337662,0.95,605
402,0,54,"Patient22_trees.txt","Patient22_trees.txt_T53_DF.csv",1,0.0492337662337662,0.95,443
382,0,55,"Patient22_trees.txt","Patient22_trees.txt_T54_DF.csv",1,0.0492337662337662,0.95,787
367,0,56,"Patient22_trees.txt","Patient22_trees.txt_T55_DF.csv",1,0.0492337662337662,0.95,606
398,0,57,"Patient22_trees.txt","Patient22_trees.txt_T56_DF.csv",1,0.0492337662337662,0.95,449
342,0,7,"Patient22_trees.txt","Patient22_trees.txt_T6_DF.csv",1,0.0492337662337662,0.95,646
353,0,8,"Patient22_trees.txt","Patient22_trees.txt_T7_DF.csv",1,0.0492337662337662,0.95,830
345,0,9,"Patient22_trees.txt","Patient22_trees.txt_T8_DF.csv",1,0.0492337662337662,0.95,11506
349,0,10,"Patient22_trees.txt","Patient22_trees.txt_T9_DF.csv",1,0.0492337662337662,0.95,496
527,0,1,"Patient26_trees.txt","Patient26_trees.txt_T0_DF.csv",1,0.0492337662337662,0.95,527
532,0,2,"Patient26_trees.txt","Patient26_trees.txt_T1_DF.csv",1,0.0492337662337662,0.95,532
574,0,11,"Patient26_trees.txt","Patient26_trees.txt_T10_DF.csv",1,0.0492337662337662,0.95,532
550,0,12,"Patient26_trees.txt","Patient26_trees.txt_T11_DF.csv",1,0.0492337662337662,0.95,527
554,0,13,"Patient26_trees.txt","Patient26_trees.txt_T12_DF.csv",1,0.0492337662337662,0.95,534
554,0,14,"Patient26_trees.txt","Patient26_trees.txt_T13_DF.csv",1,0.0492337662337662,0.95,538
554,0,15,"Patient26_trees.txt","Patient26_trees.txt_T14_DF.csv",1,0.0492337662337662,0.95,550
561,0,16,"Patient26_trees.txt","Patient26_trees.txt_T15_DF.csv",1,0.0492337662337662,0.95,828
561,0,17,"Patient26_trees.txt","Patient26_trees.txt_T16_DF.csv",1,0.0492337662337662,0.95,550
554,0,18,"Patient26_trees.txt","Patient26_trees.txt_T17_DF.csv",1,0.0492337662337662,0.95,828
554,0,19,"Patient26_trees.txt","Patient26_trees.txt_T18_DF.csv",1,0.0492337662337662,0.95,575
559,0,20,"Patient26_trees.txt","Patient26_trees.txt_T19_DF.csv",1,0.0492337662337662,0.95,550
532,0,3,"Patient26_trees.txt","Patient26_trees.txt_T2_DF.csv",1,0.0492337662337662,0.95,554
561,0,21,"Patient26_trees.txt","Patient26_trees.txt_T20_DF.csv",1,0.0492337662337662,0.95,554
578,0,22,"Patient26_trees.txt","Patient26_trees.txt_T21_DF.csv",1,0.0492337662337662,0.95,554
590,0,23,"Patient26_trees.txt","Patient26_trees.txt_T22_DF.csv",1,0.0492337662337662,0.95,871
583,0,24,"Patient26_trees.txt","Patient26_trees.txt_T23_DF.csv",1,0.0492337662337662,0.95,871
527,0,4,"Patient26_trees.txt","Patient26_trees.txt_T3_DF.csv",1,0.0492337662337662,0.95,557
532,0,5,"Patient26_trees.txt","Patient26_trees.txt_T4_DF.csv",1,0.0492337662337662,0.95,601
538,0,6,"Patient26_trees.txt","Patient26_trees.txt_T5_DF.csv",1,0.0492337662337662,0.95,560
550,0,7,"Patient26_trees.txt","Patient26_trees.txt_T6_DF.csv",1,0.0492337662337662,0.95,871
533,0,8,"Patient26_trees.txt","Patient26_trees.txt_T7_DF.csv",1,0.0492337662337662,0.95,580
550,0,9,"Patient26_trees.txt","Patient26_trees.txt_T8_DF.csv",1,0.0492337662337662,0.95,916
533,0,10,"Patient26_trees.txt","Patient26_trees.txt_T9_DF.csv",1,0.0492337662337662,0.95,586
160,0,1,"Patient29_trees.txt","Patient29_trees.txt_T0_DF.csv",1,0.0492337662337662,0.95,160
169,0,2,"Patient29_trees.txt","Patient29_trees.txt_T1_DF.csv",1,0.0492337662337662,0.95,169
169,0,1,"Patient30_trees.txt","Patient30_trees.txt_T0_DF.csv",1,0.0492337662337662,0.95,196
178,0,2,"Patient30_trees.txt","Patient30_trees.txt_T1_DF.csv",1,0.0492337662337662,0.95,1307
12,0,1,"Patient32_trees.txt","Patient32_trees.txt_T0_DF.csv",1,0.0492337662337662,0.95,161
14,0,2,"Patient32_trees.txt","Patient32_trees.txt_T1_DF.csv",1,0.0492337662337662,0.95,161
505,0,1,"Patient36_trees.txt","Patient36_trees.txt_T0_DF.csv",1,0.0492337662337662,0.95,505
531,0,2,"Patient36_trees.txt","Patient36_trees.txt_T1_DF.csv",1,0.0492337662337662,0.95,532
537,0,1,"Patient38_trees.txt","Patient38_trees.txt_T0_DF.csv",1,0.0492337662337662,0.95,1128
537,0,2,"Patient38_trees.txt","Patient38_trees.txt_T1_DF.csv",1,0.0492337662337662,0.95,10687
550,0,11,"Patient38_trees.txt","Patient38_trees.txt_T10_DF.csv",1,0.0492337662337662,0.95,981
589,0,101,"Patient38_trees.txt","Patient38_trees.txt_T100_DF.csv",1,0.0492337662337662,0.95,10687
614,0,102,"Patient38_trees.txt","Patient38_trees.txt_T101_DF.csv",1,0.0492337662337662,0.95,981
567,0,103,"Patient38_trees.txt","Patient38_trees.txt_T102_DF.csv",1,0.0492337662337662,0.95,10687
567,0,104,"Patient38_trees.txt","Patient38_trees.txt_T103_DF.csv",1,0.0492337662337662,0.95,981
589,0,105,"Patient38_trees.txt","Patient38_trees.txt_T104_DF.csv",1,0.0492337662337662,0.95,10687
615,0,106,"Patient38_trees.txt","Patient38_trees.txt_T105_DF.csv",1,0.0492337662337662,0.95,982
641,0,107,"Patient38_trees.txt","Patient38_trees.txt_T106_DF.csv",1,0.0492337662337662,0.95,982
614,0,108,"Patient38_trees.txt","Patient38_trees.txt_T107_DF.csv",1,0.0492337662337662,0.95,982
614,0,109,"Patient38_trees.txt","Patient38_trees.txt_T108_DF.csv",1,0.0492337662337662,0.95,982
589,0,110,"Patient38_trees.txt","Patient38_trees.txt_T109_DF.csv",1,0.0492337662337662,0.95,10687
551,0,12,"Patient38_trees.txt","Patient38_trees.txt_T11_DF.csv",1,0.0492337662337662,0.95,10687
601,0,111,"Patient38_trees.txt","Patient38_trees.txt_T110_DF.csv",1,0.0492337662337662,0.95,983
594,0,112,"Patient38_trees.txt","Patient38_trees.txt_T111_DF.csv",1,0.0492337662337662,0.95,990
594,0,113,"Patient38_trees.txt","Patient38_trees.txt_T112_DF.csv",1,0.0492337662337662,0.95,983
595,0,114,"Patient38_trees.txt","Patient38_trees.txt_T113_DF.csv",1,0.0492337662337662,0.95,998
619,0,115,"Patient38_trees.txt","Patient38_trees.txt_T114_DF.csv",1,0.0492337662337662,0.95,983
571,0,116,"Patient38_trees.txt","Patient38_trees.txt_T115_DF.csv",1,0.0492337662337662,0.95,983
594,0,117,"Patient38_trees.txt","Patient38_trees.txt_T116_DF.csv",1,0.0492337662337662,0.95,1004
594,0,118,"Patient38_trees.txt","Patient38_trees.txt_T117_DF.csv",1,0.0492337662337662,0.95,983
601,0,119,"Patient38_trees.txt","Patient38_trees.txt_T118_DF.csv",1,0.0492337662337662,0.95,1058
572,0,120,"Patient38_trees.txt","Patient38_trees.txt_T119_DF.csv",1,0.0492337662337662,0.95,1079
552,0,13,"Patient38_trees.txt","Patient38_trees.txt_T12_DF.csv",1,0.0492337662337662,0.95,983
595,0,121,"Patient38_trees.txt","Patient38_trees.txt_T120_DF.csv",1,0.0492337662337662,0.95,1004
619,0,122,"Patient38_trees.txt","Patient38_trees.txt_T121_DF.csv",1,0.0492337662337662,0.95,10687
579,0,123,"Patient38_trees.txt","Patient38_trees.txt_T122_DF.csv",1,0.0492337662337662,0.95,10687
625,0,124,"Patient38_trees.txt","Patient38_trees.txt_T123_DF.csv",1,0.0492337662337662,0.95,10687
626,0,125,"Patient38_trees.txt","Patient38_trees.txt_T124_DF.csv",1,0.0492337662337662,0.95,10687
572,0,126,"Patient38_trees.txt","Patient38_trees.txt_T125_DF.csv",1,0.0492337662337662,0.95,10687
578,0,127,"Patient38_trees.txt","Patient38_trees.txt_T126_DF.csv",1,0.0492337662337662,0.95,10687
579,0,128,"Patient38_trees.txt","Patient38_trees.txt_T127_DF.csv",1,0.0492337662337662,0.95,1159
572,0,129,"Patient38_trees.txt","Patient38_trees.txt_T128_DF.csv",1,0.0492337662337662,0.95,10687
579,0,130,"Patient38_trees.txt","Patient38_trees.txt_T129_DF.csv",1,0.0492337662337662,0.95,1159
550,0,14,"Patient38_trees.txt","Patient38_trees.txt_T13_DF.csv",1,0.0492337662337662,0.95,1159
587,0,131,"Patient38_trees.txt","Patient38_trees.txt_T130_DF.csv",1,0.0492337662337662,0.95,1159
625,0,132,"Patient38_trees.txt","Patient38_trees.txt_T131_DF.csv",1,0.0492337662337662,0.95,10687
625,0,133,"Patient38_trees.txt","Patient38_trees.txt_T132_DF.csv",1,0.0492337662337662,0.95,10687
619,0,134,"Patient38_trees.txt","Patient38_trees.txt_T133_DF.csv",1,0.0492337662337662,0.95,988
601,0,135,"Patient38_trees.txt","Patient38_trees.txt_T134_DF.csv",1,0.0492337662337662,0.95,10687
601,0,136,"Patient38_trees.txt","Patient38_trees.txt_T135_DF.csv",1,0.0492337662337662,0.95,995
595,0,137,"Patient38_trees.txt","Patient38_trees.txt_T136_DF.csv",1,0.0492337662337662,0.95,1003
626,0,138,"Patient38_trees.txt","Patient38_trees.txt_T137_DF.csv",1,0.0492337662337662,0.95,1003
625,0,139,"Patient38_trees.txt","Patient38_trees.txt_T138_DF.csv",1,0.0492337662337662,0.95,10687
596,0,140,"Patient38_trees.txt","Patient38_trees.txt_T139_DF.csv",1,0.0492337662337662,0.95,10687
558,0,15,"Patient38_trees.txt","Patient38_trees.txt_T14_DF.csv",1,0.0492337662337662,0.95,994
619,0,141,"Patient38_trees.txt","Patient38_trees.txt_T140_DF.csv",1,0.0492337662337662,0.95,994
626,0,142,"Patient38_trees.txt","Patient38_trees.txt_T141_DF.csv",1,0.0492337662337662,0.95,994
625,0,143,"Patient38_trees.txt","Patient38_trees.txt_T142_DF.csv",1,0.0492337662337662,0.95,1014
595,0,144,"Patient38_trees.txt","Patient38_trees.txt_T143_DF.csv",1,0.0492337662337662,0.95,1003
602,0,145,"Patient38_trees.txt","Patient38_trees.txt_T144_DF.csv",1,0.0492337662337662,0.95,1007
608,0,146,"Patient38_trees.txt","Patient38_trees.txt_T145_DF.csv",1,0.0492337662337662,0.95,1008
596,0,147,"Patient38_trees.txt","Patient38_trees.txt_T146_DF.csv",1,0.0492337662337662,0.95,1003
620,0,148,"Patient38_trees.txt","Patient38_trees.txt_T147_DF.csv",1,0.0492337662337662,0.95,1003
646,0,149,"Patient38_trees.txt","Patient38_trees.txt_T148_DF.csv",1,0.0492337662337662,0.95,1004
626,0,150,"Patient38_trees.txt","Patient38_trees.txt_T149_DF.csv",1,0.0492337662337662,0.95,1014
543,0,16,"Patient38_trees.txt","Patient38_trees.txt_T15_DF.csv",1,0.0492337662337662,0.95,1003
651,0,151,"Patient38_trees.txt","Patient38_trees.txt_T150_DF.csv",1,0.0492337662337662,0.95,10687
657,0,152,"Patient38_trees.txt","Patient38_trees.txt_T151_DF.csv",1,0.0492337662337662,0.95,10687
632,0,153,"Patient38_trees.txt","Patient38_trees.txt_T152_DF.csv",1,0.0492337662337662,0.95,10687
658,0,154,"Patient38_trees.txt","Patient38_trees.txt_T153_DF.csv",1,0.0492337662337662,0.95,10687
601,0,155,"Patient38_trees.txt","Patient38_trees.txt_T154_DF.csv",1,0.0492337662337662,0.95,10687
625,0,156,"Patient38_trees.txt","Patient38_trees.txt_T155_DF.csv",1,0.0492337662337662,0.95,10687
579,0,157,"Patient38_trees.txt","Patient38_trees.txt_T156_DF.csv",1,0.0492337662337662,0.95,10687
626,0,158,"Patient38_trees.txt","Patient38_trees.txt_T157_DF.csv",1,0.0492337662337662,0.95,1002
601,0,159,"Patient38_trees.txt","Patient38_trees.txt_T158_DF.csv",1,0.0492337662337662,0.95,4147
595,0,160,"Patient38_trees.txt","Patient38_trees.txt_T159_DF.csv",1,0.0492337662337662,0.95,10717
558,0,17,"Patient38_trees.txt","Patient38_trees.txt_T16_DF.csv",1,0.0492337662337662,0.95,1192
619,0,161,"Patient38_trees.txt","Patient38_trees.txt_T160_DF.csv",1,0.0492337662337662,0.95,1011
594,0,162,"Patient38_trees.txt","Patient38_trees.txt_T161_DF.csv",1,0.0492337662337662,0.95,1011
571,0,163,"Patient38_trees.txt","Patient38_trees.txt_T162_DF.csv",1,0.0492337662337662,0.95,10687
594,0,164,"Patient38_trees.txt","Patient38_trees.txt_T163_DF.csv",1,0.0492337662337662,0.95,10687
589,0,165,"Patient38_trees.txt","Patient38_trees.txt_T164_DF.csv",1,0.0492337662337662,0.95,988
594,0,166,"Patient38_trees.txt","Patient38_trees.txt_T165_DF.csv",1,0.0492337662337662,0.95,989
572,0,167,"Patient38_trees.txt","Patient38_trees.txt_T166_DF.csv",1,0.0492337662337662,0.95,989
619,0,168,"Patient38_trees.txt","Patient38_trees.txt_T167_DF.csv",1,0.0492337662337662,0.95,1004
595,0,169,"Patient38_trees.txt","Patient38_trees.txt_T168_DF.csv",1,0.0492337662337662,0.95,1004
594,0,170,"Patient38_trees.txt","Patient38_trees.txt_T169_DF.csv",1,0.0492337662337662,0.95,1004
558,0,18,"Patient38_trees.txt","Patient38_trees.txt_T17_DF.csv",1,0.0492337662337662,0.95,996
614,0,171,"Patient38_trees.txt","Patient38_trees.txt_T170_DF.csv",1,0.0492337662337662,0.95,1259
566,0,172,"Patient38_trees.txt","Patient38_trees.txt_T171_DF.csv",1,0.0492337662337662,0.95,1004
588,0,173,"Patient38_trees.txt","Patient38_trees.txt_T172_DF.csv",1,0.0492337662337662,0.95,995
566,0,174,"Patient38_trees.txt","Patient38_trees.txt_T173_DF.csv",1,0.0492337662337662,0.95,1223
566,0,175,"Patient38_trees.txt","Patient38_trees.txt_T174_DF.csv",1,0.0492337662337662,0.95,1004
567,0,176,"Patient38_trees.txt","Patient38_trees.txt_T175_DF.csv",1,0.0492337662337662,0.95,1259
567,0,177,"Patient38_trees.txt","Patient38_trees.txt_T176_DF.csv",1,0.0492337662337662,0.95,996
589,0,178,"Patient38_trees.txt","Patient38_trees.txt_T177_DF.csv",1,0.0492337662337662,0.95,1004
614,0,179,"Patient38_trees.txt","Patient38_trees.txt_T178_DF.csv",1,0.0492337662337662,0.95,10687
614,0,180,"Patient38_trees.txt","Patient38_trees.txt_T179_DF.csv",1,0.0492337662337662,0.95,10687
559,0,19,"Patient38_trees.txt","Patient38_trees.txt_T18_DF.csv",1,0.0492337662337662,0.95,10687
589,0,181,"Patient38_trees.txt","Patient38_trees.txt_T180_DF.csv",1,0.0492337662337662,0.95,10687
615,0,182,"Patient38_trees.txt","Patient38_trees.txt_T181_DF.csv",1,0.0492337662337662,0.95,10687
641,0,183,"Patient38_trees.txt","Patient38_trees.txt_T182_DF.csv",1,0.0492337662337662,0.95,10687
595,0,184,"Patient38_trees.txt","Patient38_trees.txt_T183_DF.csv",1,0.0492337662337662,0.95,10687
595,0,185,"Patient38_trees.txt","Patient38_trees.txt_T184_DF.csv",1,0.0492337662337662,0.95,10687
601,0,186,"Patient38_trees.txt","Patient38_trees.txt_T185_DF.csv",1,0.0492337662337662,0.95,1022
601,0,187,"Patient38_trees.txt","Patient38_trees.txt_T186_DF.csv",1,0.0492337662337662,0.95,1022
601,0,188,"Patient38_trees.txt","Patient38_trees.txt_T187_DF.csv",1,0.0492337662337662,0.95,1082
595,0,189,"Patient38_trees.txt","Patient38_trees.txt_T188_DF.csv",1,0.0492337662337662,0.95,1232
595,0,190,"Patient38_trees.txt","Patient38_trees.txt_T189_DF.csv",1,0.0492337662337662,0.95,1082
559,0,20,"Patient38_trees.txt","Patient38_trees.txt_T19_DF.csv",1,0.0492337662337662,0.95,1087
595,0,191,"Patient38_trees.txt","Patient38_trees.txt_T190_DF.csv",1,0.0492337662337662,0.95,1203
608,0,192,"Patient38_trees.txt","Patient38_trees.txt_T191_DF.csv",1,0.0492337662337662,0.95,1203
602,0,193,"Patient38_trees.txt","Patient38_trees.txt_T192_DF.csv",1,0.0492337662337662,0.95,1028
601,0,194,"Patient38_trees.txt","Patient38_trees.txt_T193_DF.csv",1,0.0492337662337662,0.95,1038
595,0,195,"Patient38_trees.txt","Patient38_trees.txt_T194_DF.csv",1,0.0492337662337662,0.95,1045
596,0,196,"Patient38_trees.txt","Patient38_trees.txt_T195_DF.csv",1,0.0492337662337662,0.95,1035
596,0,197,"Patient38_trees.txt","Patient38_trees.txt_T196_DF.csv",1,0.0492337662337662,0.95,1036
572,0,198,"Patient38_trees.txt","Patient38_trees.txt_T197_DF.csv",1,0.0492337662337662,0.95,1028
620,0,199,"Patient38_trees.txt","Patient38_trees.txt_T198_DF.csv",1,0.0492337662337662,0.95,1029
646,0,200,"Patient38_trees.txt","Patient38_trees.txt_T199_DF.csv",1,0.0492337662337662,0.95,1037
538,0,3,"Patient38_trees.txt","Patient38_trees.txt_T2_DF.csv",1,0.0492337662337662,0.95,1029
567,0,21,"Patient38_trees.txt","Patient38_trees.txt_T20_DF.csv",1,0.0492337662337662,0.95,1238
619,0,201,"Patient38_trees.txt","Patient38_trees.txt_T200_DF.csv",1,0.0492337662337662,0.95,1044
572,0,202,"Patient38_trees.txt","Patient38_trees.txt_T201_DF.csv",1,0.0492337662337662,0.95,1033
619,0,203,"Patient38_trees.txt","Patient38_trees.txt_T202_DF.csv",1,0.0492337662337662,0.95,4362
625,0,204,"Patient38_trees.txt","Patient38_trees.txt_T203_DF.csv",1,0.0492337662337662,0.95,1029
625,0,205,"Patient38_trees.txt","Patient38_trees.txt_T204_DF.csv",1,0.0492337662337662,0.95,1030
579,0,206,"Patient38_trees.txt","Patient38_trees.txt_T205_DF.csv",1,0.0492337662337662,0.95,1025
626,0,207,"Patient38_trees.txt","Patient38_trees.txt_T206_DF.csv",1,0.0492337662337662,0.95,1235
625,0,208,"Patient38_trees.txt","Patient38_trees.txt_T207_DF.csv",1,0.0492337662337662,0.95,1036
578,0,209,"Patient38_trees.txt","Patient38_trees.txt_T208_DF.csv",1,0.0492337662337662,0.95,1025
626,0,210,"Patient38_trees.txt","Patient38_trees.txt_T209_DF.csv",1,0.0492337662337662,0.95,1036
559,0,22,"Patient38_trees.txt","Patient38_trees.txt_T21_DF.csv",1,0.0492337662337662,0.95,1270
625,0,211,"Patient38_trees.txt","Patient38_trees.txt_T210_DF.csv",1,0.0492337662337662,0.95,1023
579,0,212,"Patient38_trees.txt","Patient38_trees.txt_T211_DF.csv",1,0.0492337662337662,0.95,1035
626,0,213,"Patient38_trees.txt","Patient38_trees.txt_T212_DF.csv",1,0.0492337662337662,0.95,1023
651,0,214,"Patient38_trees.txt","Patient38_trees.txt_T213_DF.csv",1,0.0492337662337662,0.95,1023
587,0,215,"Patient38_trees.txt","Patient38_trees.txt_T214_DF.csv",1,0.0492337662337662,0.95,1086
632,0,216,"Patient38_trees.txt","Patient38_trees.txt_T215_DF.csv",1,0.0492337662337662,0.95,1040
657,0,217,"Patient38_trees.txt","Patient38_trees.txt_T216_DF.csv",1,0.0492337662337662,0.95,4587
658,0,218,"Patient38_trees.txt","Patient38_trees.txt_T217_DF.csv",1,0.0492337662337662,0.95,1037
601,0,219,"Patient38_trees.txt","Patient38_trees.txt_T218_DF.csv",1,0.0492337662337662,0.95,1036
595,0,220,"Patient38_trees.txt","Patient38_trees.txt_T219_DF.csv",1,0.0492337662337662,0.95,1040
559,0,23,"Patient38_trees.txt","Patient38_trees.txt_T22_DF.csv",1,0.0492337662337662,0.95,1029
595,0,221,"Patient38_trees.txt","Patient38_trees.txt_T220_DF.csv",1,0.0492337662337662,0.95,1029
594,0,222,"Patient38_trees.txt","Patient38_trees.txt_T221_DF.csv",1,0.0492337662337662,0.95,1273
601,0,223,"Patient38_trees.txt","Patient38_trees.txt_T222_DF.csv",1,0.0492337662337662,0.95,1047
596,0,224,"Patient38_trees.txt","Patient38_trees.txt_T223_DF.csv",1,0.0492337662337662,0.95,1235
596,0,225,"Patient38_trees.txt","Patient38_trees.txt_T224_DF.csv",1,0.0492337662337662,0.95,1036
619,0,226,"Patient38_trees.txt","Patient38_trees.txt_T225_DF.csv",1,0.0492337662337662,0.95,1270
619,0,227,"Patient38_trees.txt","Patient38_trees.txt_T226_DF.csv",1,0.0492337662337662,0.95,1036
619,0,228,"Patient38_trees.txt","Patient38_trees.txt_T227_DF.csv",1,0.0492337662337662,0.95,1029
596,0,229,"Patient38_trees.txt","Patient38_trees.txt_T228_DF.csv",1,0.0492337662337662,0.95,1090
625,0,230,"Patient38_trees.txt","Patient38_trees.txt_T229_DF.csv",1,0.0492337662337662,0.95,1045
559,0,24,"Patient38_trees.txt","Patient38_trees.txt_T23_DF.csv",1,0.0492337662337662,0.95,1235
626,0,231,"Patient38_trees.txt","Patient38_trees.txt_T230_DF.csv",1,0.0492337662337662,0.95,1039
626,0,232,"Patient38_trees.txt","Patient38_trees.txt_T231_DF.csv",1,0.0492337662337662,0.95,1045
625,0,233,"Patient38_trees.txt","Patient38_trees.txt_T232_DF.csv",1,0.0492337662337662,0.95,1297
619,0,234,"Patient38_trees.txt","Patient38_trees.txt_T233_DF.csv",1,0.0492337662337662,0.95,1102
596,0,235,"Patient38_trees.txt","Patient38_trees.txt_T234_DF.csv",1,0.0492337662337662,0.95,4825
595,0,236,"Patient38_trees.txt","Patient38_trees.txt_T235_DF.csv",1,0.0492337662337662,0.95,1054
595,0,237,"Patient38_trees.txt","Patient38_trees.txt_T236_DF.csv",1,0.0492337662337662,0.95,1312
595,0,238,"Patient38_trees.txt","Patient38_trees.txt_T237_DF.csv",1,0.0492337662337662,0.95,1041
620,0,239,"Patient38_trees.txt","Patient38_trees.txt_T238_DF.csv",1,0.0492337662337662,0.95,1048
620,0,240,"Patient38_trees.txt","Patient38_trees.txt_T239_DF.csv",1,0.0492337662337662,0.95,1037
